clave,codigo,nombre,nivel,capitulo,capituloNombre,sexo,edadMin,edadMax,activo
T214,T21.4,"CORROSIÓN DEL TRONCO, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T215,T21.5,"CORROSIÓN DEL TRONCO, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T216,T21.6,"CORROSIÓN DEL TRONCO, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T217,T21.7,"CORROSIÓN DEL TRONCO, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T22,T22,"QUEMADURA Y CORROSIÓN DEL HOMBRO Y MIEMBRO SUPERIOR, EXCEPTO DE LA MUÑECA Y DE LA MANO",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T220,T22.0,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, GRADO NO ESPECIFICADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T221,T22.1,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE PRIMER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T222,T22.2,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE SEGUNDO GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T223,T22.3,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE TERCER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T224,T22.4,"CORROSIÓN DEL HOMBRO Y MIEMBRO SUPERIOR, GRADO NO ESPECIFICADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T225,T22.5,"CORROSIÓN DEL HOMBRO Y MIEMBRO SUPERIOR, DE PRIMER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T226,T22.6,"CORROSIÓN DEL HOMBRO Y MIEMBRO SUPERIOR, DE SEGUNDO GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T227,T22.7,"CORROSIÓN DEL HOMBRO Y MIEMBRO SUPERIOR, DE TERCER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T23,T23,QUEMADURA Y CORROSIÓN DE LA MUÑECA Y DE LA MANO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T230,T23.0,"QUEMADURA DE LA MUÑECA Y DE LA MANO, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T231,T23.1,"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T232,T23.2,"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T233,T23.3,"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T234,T23.4,"CORROSIÓN DE LA MUÑECA Y DE LA MANO, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T235,T23.5,"CORROSIÓN DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T236,T23.6,"CORROSIÓN DE LA MUÑECA Y DE LA MANO, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T237,T23.7,"CORROSIÓN DE LA MUÑECA Y DE LA MANO, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T24,T24,"QUEMADURA Y CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, EXCEPTO TOBILLO Y PIE",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T240,T24.0,"QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR, GRADO NO ESPECIFICADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T241,T24.1,"QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR, DE PRIMER GRADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T242,T24.2,"QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR, DE SEGUNDO GRADO , EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T243,T24.3,"QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR, DE TERCER GRADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T244,T24.4,"CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, GRADO NO ESPECIFICADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T245,T24.5,"CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, DE PRIMER GRADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T246,T24.6,"CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, DE SEGUNDO GRADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T247,T24.7,"CORROSIÓN DE LA CADERA Y MIEMBRO INFERIOR, DE TERCER GRADO, EXCEPTO TOBILLO Y PIE",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T25,T25,QUEMADURA Y CORROSIÓN DEL TOBILLO Y DEL PIE,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T250,T25.0,"QUEMADURA DEL TOBILLO Y DEL PIE, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T251,T25.1,"QUEMADURA DEL TOBILLO Y DEL PIE, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T252,T25.2,"QUEMADURA DEL TOBILLO Y DEL PIE, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T253,T25.3,"QUEMADURA DEL TOBILLO Y DEL PIE, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T254,T25.4,"CORROSIÓN DEL TOBILLO Y DEL PIE, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T255,T25.5,"CORROSIÓN DEL TOBILLO Y DEL PIE, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T256,T25.6,"CORROSIÓN DEL TOBILLO Y DEL PIE, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T257,T25.7,"CORROSIÓN DEL TOBILLO Y DEL PIE, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T26,T26,QUEMADURA Y CORROSIÓN LIMITADA AL OJO Y SUS ANEXOS,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T260,T26.0,QUEMADURA DEL PÁRPADO Y ÁREA PERIOCULAR,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T261,T26.1,QUEMADURA DE LA CÓRNEA Y SACO CONJUNTIVAL,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T262,T26.2,QUEMADURA CON RUPTURA Y DESTRUCCIÓN RESULTANTES DEL GLOBO OCULAR,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T263,T26.3,QUEMADURA DE OTRAS PARTES DEL OJO Y SUS ANEXOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T264,T26.4,"QUEMADURA DEL OJO Y ANEXOS, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T265,T26.5,CORROSIÓN DEL PÁRPADO Y ÁREA PERIOCULAR,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T266,T26.6,CORROSIÓN DE LA CÓRNEA Y SACO CONJUNTIVAL,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T267,T26.7,CORROSIÓN CON RUPTURA Y DESTRUCCIÓN RESULTANTES DEL GLOBO OCULAR,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T268,T26.8,CORROSIÓN DE OTRAS PARTES DEL OJO Y SUS ANEXOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T269,T26.9,"CORROSIÓN DEL OJO Y SUS ANEXOS, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T27,T27,QUEMADURA Y CORROSIÓN DE LAS VÍAS RESPIRATORIAS,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T270,T27.0,QUEMADURA DE LA LARINGE Y DE LA TRÁQUEA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T271,T27.1,QUEMADURA QUE AFECTA LA LARINGE Y LA TRÁQUEA CON EL PULMÓN,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T272,T27.2,QUEMADURA DE OTRAS PARTES DE LAS VÍAS RESPIRATORIAS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T273,T27.3,"QUEMADURA DE LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T274,T27.4,CORROSIÓN DE LA LARINGE Y DE LA TRÁQUEA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T275,T27.5,CORROSIÓN QUE AFECTA LA LARINGE Y LA TRÁQUEA CON EL PULMÓN,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T276,T27.6,CORROSIÓN DE OTRAS PARTES DE LAS VÍAS RESPIRATORIAS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T277,T27.7,"CORROSIÓN DE LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T28,T28,QUEMADURA Y CORROSIÓN DE OTROS ÓRGANOS INTERNOS,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T280,T28.0,QUEMADURA DE LA BOCA Y DE LA FARINGE,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T281,T28.1,QUEMADURA DEL ESÓFAGO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T282,T28.2,QUEMADURA DE OTRAS PARTES DEL TUBO DIGESTIVO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T283,T28.3,QUEMADURA DE ÓRGANOS GENITOURINARIOS INTERNOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T284,T28.4,QUEMADURA DE OTROS ÓRGANOS INTERNOS Y DE LOS NO ESPECIFICADOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T285,T28.5,CORROSIÓN DE LA BOCA Y DE LA FARINGE,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T286,T28.6,CORROSIÓN DEL ESÓFAGO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T287,T28.7,CORROSIÓN DE OTRAS PARTES DEL TUBO DIGESTIVO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T288,T28.8,CORROSIÓN DE ÓRGANOS GENITOURINARIOS INTERNOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T289,T28.9,CORROSIÓN DE OTROS ÓRGANOS INTERNOS Y DE LOS NO ESPECIFICADOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T29,T29,QUEMADURAS Y CORROSIONES DE MÚLTIPLES REGIONES DEL CUERPO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T290,T29.0,"QUEMADURAS DE MÚLTIPLES REGIONES, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T291,T29.1,"QUEMADURAS DE MÚLTIPLES REGIONES, MENCIONADAS COMO DE NO MÁS DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T292,T29.2,"QUEMADURAS DE MÚLTIPLES REGIONES, MENCIONADAS COMO DE NO MÁS DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T293,T29.3,"QUEMADURAS MÚLTIPLES, CON MENCIÓN AL MENOS DE UNA QUEMADURA DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T294,T29.4,"CORROSIONES DE MÚLTIPLES REGIONES, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T295,T29.5,"CORROSIONES MÚLTIPLES, MENCIONADAS COMO DE NO MÁS DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T296,T29.6,"CORROSIONES MÚLTIPLES, MENCIONADAS COMO DE NO MÁS DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T297,T29.7,"CORROSIONES MÚLTIPLES, CON MENCIÓN AL MENOS DE UNA CORROSIÓN DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T30,T30,"QUEMADURA Y CORROSIÓN, REGIÓN DEL CUERPO NO ESPECIFICADA",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T300,T30.0,QUEMADURA DE REGIÓN DEL CUERPO Y GRADO NO ESPECIFICADOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T301,T30.1,"QUEMADURA DE PRIMER GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T302,T30.2,"QUEMADURA DE SEGUNDO GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T303,T30.3,"QUEMADURA DE TERCER GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T304,T30.4,CORROSIÓN DE REGIÓN DEL CUERPO Y GRADO NO ESPECIFICADOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T305,T30.5,"CORROSIÓN DE PRIMER GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T306,T30.6,"CORROSIÓN DE SEGUNDO GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T307,T30.7,"CORROSIÓN DE TERCER GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T31,T31,QUEMADURAS CLASIFICADAS SEGÚN LA EXTENSIÓN DE LA SUPERFICIE DEL CUERPO AFECTADA,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T310,T31.0,QUEMADURAS QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T311,T31.1,QUEMADURAS QUE AFECTAN DEL 10 AL 19% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T312,T31.2,QUEMADURAS QUE AFECTAN DEL 20 AL 29% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T313,T31.3,QUEMADURAS QUE AFECTAN DEL 30 AL 39% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T314,T31.4,QUEMADURAS QUE AFECTAN DEL 40 AL 49% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T315,T31.5,QUEMADURAS QUE AFECTAN DEL 50 AL 59% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T316,T31.6,QUEMADURAS QUE AFECTAN DEL 60 AL 69% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T317,T31.7,QUEMADURAS QUE AFECTAN DEL 70 AL 79% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T318,T31.8,QUEMADURAS QUE AFECTAN DEL 80 AL 89% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T319,T31.9,QUEMADURAS QUE AFECTAN EL 90% O MÁS DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T32,T32,CORROSIONES CLASIFICADAS SEGÚN LA EXTENSIÓN DE LA SUPERFICIE DEL CUERPO AFECTADA,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T320,T32.0,CORROSIONES QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T321,T32.1,CORROSIONES QUE AFECTAN DEL 10 AL 19% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T322,T32.2,CORROSIONES QUE AFECTAN DEL 20 AL 29% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T323,T32.3,CORROSIONES QUE AFECTAN DEL 30 AL 39% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T324,T32.4,CORROSIONES QUE AFECTAN DEL 40 AL 49% DE LA SUPERFICIE DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
