clave,codigo,nombre,nivel,capitulo,capituloNombre,sexo,edadMin,edadMax,activo
T050,T05.0,AMPUTACIÓN TRAUMÁTICA DE AMBAS MANOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T051,T05.1,"AMPUTACIÓN TRAUMÁTICA DE UNA MANO Y EL OTRO BRAZO [CUALQUIER NIVEL, EXCEPTO MANO]",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T052,T05.2,AMPUTACIÓN TRAUMÁTICA DE AMBOS BRAZOS [CUALQUIER NIVEL],4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T053,T05.3,AMPUTACIÓN TRAUMÁTICA DE AMBOS PIES,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T054,T05.4,"AMPUTACIÓN TRAUMÁTICA DE UN PIE Y LA OTRA PIERNA [CUALQUIER NIVEL, EXCEPTO PIE]",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T055,T05.5,AMPUTACIÓN TRAUMÁTICA DE AMBAS PIERNAS [CUALQUIER NIVEL],4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T056,T05.6,"AMPUTACIÓN TRAUMÁTICA DE MIEMBROS SUPERIOR(ES) E INFERIOR(ES), CUALQUIER COMBINACIÓN [CUALQUIER NIVEL]",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T058,T05.8,AMPUTACIÓN TRAUMÁTICA QUE AFECTA OTRAS COMBINACIONES DE REGIONES DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T059,T05.9,"AMPUTACIONES TRAUMÁTICAS MÚLTIPLES, NO ESPECIFICADAS",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T06,T06,"OTROS TRAUMATISMOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO, NO CLASIFICADOS EN OTRA PARTE",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T060,T06.0,TRAUMATISMOS DEL ENCÉFALO Y DE NERVIOS CRANEALES CON TRAUMATISMO DE NERVIOS Y MÉDULA ESPINAL A NIVEL DEL CUELLO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T061,T06.1,TRAUMATISMOS DE NERVIOS Y MÉDULA ESPINAL QUE AFECTAN OTRAS MÚLTIPLES REGIONES DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T062,T06.2,TRAUMATISMOS DE NERVIOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T063,T06.3,TRAUMATISMOS DE VASOS SANGUÍNEOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T064,T06.4,TRAUMATISMOS DE TENDONES Y MÚSCULOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T065,T06.5,TRAUMATISMOS DE ÓRGANOS INTRATORÁCICOS CON ÓRGANOS INTRAABDOMINALES Y PÉLVICOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T068,T06.8,OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T07X,T07.X,"TRAUMATISMOS MÚLTIPLES, NO ESPECIFICADOS",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T08X,T08.X,"FRACTURA DE LA COLUMNA VERTEBRAL, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T09,T09,"OTROS TRAUMATISMOS DE LA COLUMNA VERTEBRAL Y DEL TRONCO, NIVEL NO ESPECIFICADO",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T090,T09.0,"TRAUMATISMO SUPERFICIAL DEL TRONCO, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T091,T09.1,"HERIDA DEL TRONCO, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T092,T09.2,"LUXACIÓN, ESGUINCE O TORCEDURA DE ARTICULACIÓN Y LIGAMENTOS DEL TRONCO, NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T093,T09.3,"TRAUMATISMO DE LA MÉDULA ESPINAL, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T094,T09.4,"TRAUMATISMO DE NERVIOS, RAÍZ DE NERVIO ESPINAL Y PLEXOS DEL TRONCO NO ESPECIFICADOS",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T095,T09.5,TRAUMATISMO DE TENDONES Y MÚSCULOS DEL TRONCO NO ESPECIFICADOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T096,T09.6,"AMPUTACIÓN TRAUMÁTICA DEL TRONCO, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T098,T09.8,"OTROS TRAUMATISMOS ESPECIFICADOS DEL TRONCO, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T099,T09.9,"TRAUMATISMO NO ESPECIFICADO DEL TRONCO, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T10X,T10.X,"FRACTURA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T11,T11,"OTROS TRAUMATISMOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T110,T11.0,"TRAUMATISMO SUPERFICIAL DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T111,T11.1,"HERIDA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T112,T11.2,"LUXACIÓN, ESGUINCE O TORCEDURA DE ARTICULACIÓN O LIGAMENTO NO ESPECIFICADO DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T113,T11.3,"TRAUMATISMO DE NERVIO NO ESPECIFICADO DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T114,T11.4,"TRAUMATISMO DE VASOS SANGUÍNEOS NO ESPECIFICADOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T115,T11.5,"TRAUMATISMO DE TENDÓN Y MÚSCULO NO ESPECIFICADOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T116,T11.6,"AMPUTACIÓN TRAUMÁTICA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T118,T11.8,"OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T119,T11.9,"TRAUMATISMO NO ESPECIFICADO DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T12X,T12.X,"FRACTURA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T13,T13,"OTROS TRAUMATISMOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T130,T13.0,"TRAUMATISMO SUPERFICIAL DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO.",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T131,T13.1,"HERIDA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T132,T13.2,"LUXACIÓN, ESGUINCE O TORCEDURA DE ARTICULACIÓN Y LIGAMENTOS NO ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T133,T13.3,"TRAUMATISMO DE NERVIOS NO ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T134,T13.4,"TRAUMATISMO DE VASOS SANGUÍNEOS NO ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T135,T13.5,"TRAUMATISMO DE TENDONES Y MÚSCULOS NO ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T136,T13.6,"AMPUTACIÓN TRAUMÁTICA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T138,T13.8,"OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T139,T13.9,"TRAUMATISMO NO ESPECIFICADO DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T14,T14,TRAUMATISMO DE REGIONES NO ESPECIFICADAS DEL CUERPO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T140,T14.0,TRAUMATISMO SUPERFICIAL DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T141,T14.1,HERIDA DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T142,T14.2,FRACTURA DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T143,T14.3,"LUXACIÓN, ESGUINCE Y TORCEDURA DE REGIÓN NO ESPECIFICADA DEL CUERPO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T144,T14.4,TRAUMATISMO DE NERVIO(S) DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T145,T14.5,TRAUMATISMO DE VASO(S) SANGUÍNEO(S) DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T146,T14.6,TRAUMATISMO DE TENDONES Y MÚSCULOS DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T147,T14.7,TRAUMATISMO POR APLASTAMIENTO Y AMPUTACIÓN TRAUMÁTICA DE REGIONES NO ESPECIFICADAS DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T148,T14.8,OTROS TRAUMATISMOS DE REGIÓN NO ESPECIFICADA DEL CUERPO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T149,T14.9,"TRAUMATISMO, NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T15,T15,CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T150,T15.0,CUERPO EXTRAÑO EN LA CÓRNEA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T151,T15.1,CUERPO EXTRAÑO EN EL SACO CONJUNTIVAL,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T158,T15.8,CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DE LA PARTE EXTERNA DEL OJO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T159,T15.9,"CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO, SITIO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T16X,T16.X,CUERPO EXTRAÑO DEL OÍDO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T17,T17,CUERPO EXTRAÑO EN LAS VÍAS RESPIRATORIAS,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T170,T17.0,CUERPO EXTRAÑO EN SENO PARANASAL,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T171,T17.1,CUERPO EXTRAÑO EN EL ORIFICIO NASAL,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T172,T17.2,CUERPO EXTRAÑO EN LA FARINGE,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T173,T17.3,CUERPO EXTRAÑO EN LA LARINGE,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T174,T17.4,CUERPO EXTRAÑO EN LA TRÁQUEA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T175,T17.5,CUERPO EXTRAÑO EN BRONQUIOS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T178,T17.8,CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DE LAS VÍAS RESPIRATORIAS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T179,T17.9,"CUERPO EXTRAÑO EN LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T18,T18,CUERPO EXTRAÑO EN EL TUBO DIGESTIVO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T180,T18.0,CUERPO EXTRAÑO EN LA BOCA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T181,T18.1,CUERPO EXTRAÑO EN EL ESÓFAGO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T182,T18.2,CUERPO EXTRAÑO EN EL ESTÓMAGO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T183,T18.3,CUERPO EXTRAÑO EN EL INTESTINO DELGADO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T184,T18.4,CUERPO EXTRAÑO EN EL COLON,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T185,T18.5,CUERPO EXTRAÑO EN EL ANO Y EN EL RECTO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T188,T18.8,CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DEL TUBO DIGESTIVO,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T189,T18.9,"CUERPO EXTRAÑO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T19,T19,CUERPO EXTRAÑO EN LAS VÍAS GENITOURINARIAS,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T190,T19.0,CUERPO EXTRAÑO EN LA URETRA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T191,T19.1,CUERPO EXTRAÑO EN LA VEJIGA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T192,T19.2,CUERPO EXTRAÑO EN LA VULVA Y EN LA VAGINA,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",F,,,SI
T193,T19.3,CUERPO EXTRAÑO EN EL ÚTERO [CUALQUIER PARTE],4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",F,,,SI
T198,T19.8,CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DE LAS VÍAS GENITOURINARIAS,4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T199,T19.9,"CUERPO EXTRAÑO EN LAS VÍAS GENITOURINARIAS, PARTE NO ESPECIFICADA",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T20,T20,QUEMADURA Y CORROSIÓN DE LA CABEZA Y DEL CUELLO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T200,T20.0,"QUEMADURA DE LA CABEZA Y DEL CUELLO, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T201,T20.1,"QUEMADURA DE LA CABEZA Y DEL CUELLO, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T202,T20.2,"QUEMADURA DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T203,T20.3,"QUEMADURA DE LA CABEZA Y DEL CUELLO, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T204,T20.4,"CORROSIÓN DE LA CABEZA Y DEL CUELLO, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T205,T20.5,"CORROSIÓN DE LA CABEZA Y DEL CUELLO, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T206,T20.6,"CORROSIÓN DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T207,T20.7,"CORROSIÓN DE LA CABEZA Y DEL CUELLO, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T21,T21,QUEMADURA Y CORROSIÓN DEL TRONCO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,NO
T210,T21.0,"QUEMADURA DEL TRONCO, GRADO NO ESPECIFICADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T211,T21.1,"QUEMADURA DEL TRONCO, DE PRIMER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T212,T21.2,"QUEMADURA DEL TRONCO, DE SEGUNDO GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
T213,T21.3,"QUEMADURA DEL TRONCO, DE TERCER GRADO",4,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",,,,SI
